time,pm_1,pm_25,pm_10,pm_4
2024-06-17 17:11:09,1.0,2.03,3.08,1.0
2024-06-17 17:11:11,1.0,2.23,3.32,1.03
2024-06-17 17:11:14,1.0,2.27,3.36,1.03
2024-06-17 17:11:16,1.0,2.14,3.21,1.02
2024-06-17 17:11:19,1.0,2.29,3.31,1.0
2024-06-17 17:11:21,1.0,2.04,3.02,1.0
2024-06-17 17:11:23,1.0,2.08,3.07,1.0
2024-06-17 17:11:26,1.0,2.29,3.31,1.0
2024-06-17 17:11:28,1.0,2.48,3.02,1.0
2024-06-17 17:11:31,1.0,2.39,3.42,1.0
2024-06-17 17:11:33,1.0,2.15,3.15,1.0
2024-06-17 17:11:35,1.0,2.26,3.2,1.0
2024-06-17 17:11:38,1.0,1.99,2.9,1.0
2024-06-17 17:11:40,1.0,2.27,3.14,1.0
2024-06-17 17:11:43,1.0,1.98,2.81,1.0
2024-06-17 17:11:45,1.0,2.18,2.98,1.0
2024-06-17 17:11:47,1.0,2.17,2.9,1.0
2024-06-17 17:11:50,1.0,2.03,2.73,1.0
2024-06-17 17:11:52,1.0,2.07,2.78,1.0
2024-06-17 17:11:55,1.0,1.75,2.98,1.0
2024-06-17 17:11:57,1.0,1.84,3.09,1.0
2024-06-17 17:11:59,1.0,2.04,2.81,1.0
2024-06-17 17:12:02,1.0,1.95,3.21,1.0
2024-06-17 17:12:04,1.0,1.85,3.09,1.0
2024-06-17 17:12:07,1.0,2.06,2.84,1.0
2024-06-17 17:12:09,1.0,1.77,3.08,1.0
2024-06-17 17:12:11,1.0,1.87,3.19,1.0
2024-06-17 17:12:14,1.0,2.16,3.02,1.0
2024-06-17 17:12:16,1.0,2.04,2.95,1.0
2024-06-17 17:12:19,1.0,2.41,3.38,1.0
2024-06-17 17:12:21,1.0,2.06,3.05,1.0
2024-06-17 17:12:23,1.0,2.01,3.07,1.0
2024-06-17 17:12:26,1.0,2.24,3.32,1.03
2024-06-17 17:12:28,1.0,2.25,3.33,1.03
2024-06-17 17:12:31,1.0,2.39,3.49,1.05
2024-06-17 17:12:33,1.02,2.13,3.26,1.08
2024-06-17 17:12:35,1.03,2.16,3.3,1.09
2024-06-17 17:12:38,1.02,2.13,3.27,1.08
2024-06-17 17:12:40,1.1,2.21,3.43,1.16
2024-06-17 17:12:43,14.94,17.26,18.3,15.8
2024-06-17 17:12:45,8.54,10.09,11.04,9.03
2024-06-17 17:12:47,2.5,3.83,5.11,2.65
2024-06-17 17:12:50,1.67,3.26,4.12,1.77
2024-06-17 17:12:52,1.0,2.0,2.9,1.0
2024-06-17 17:12:55,1.0,2.28,3.37,1.04
2024-06-17 17:12:57,1.0,2.11,3.17,1.01
2024-06-17 17:12:59,1.0,2.26,3.28,1.0
2024-06-17 17:13:02,1.0,1.93,3.39,1.0
2024-06-17 17:13:04,1.0,2.11,3.03,1.0
2024-06-17 17:13:07,1.0,1.93,3.32,1.0
2024-06-17 17:13:09,1.0,2.34,3.29,1.0
2024-06-17 17:13:11,1.0,2.29,3.31,1.0
2024-06-17 17:13:14,1.0,2.49,3.04,1.0
2024-06-17 17:13:16,1.0,2.21,3.29,1.03
